part_id,stim_src_id,has_bug,summary_q,contains_bug_q,bug_desc_q,correctly_identifies_bug,readability,completeness,conciseness,accuracy,reasoning,themes,good_quote,score,Rater-1 and Rater-2 did together
FIG6,17,TRUE,"headCellRangeList returns a list of CellRanges to be merged. For each cell column header, the method checks if the header matches the name of adjacent cell headers and groups them into CellRanges to be returned in the list, which the method marks to be merged. The method uses a HashSet to keep track of which cell ranges have already been checked to increase efficiency.",No,,N,5,4,5,5,"ret,purp,for,alreadyrangeset",,,,
HDQ5,17,TRUE,This function calculates cells that need to be merged in an Excel file,No,,N,5,1,5,5,,external,,,
GCS4,17,TRUE,"Nested for loops. For every item in headlist, we get the headname list. If the set contains i - j, then continue. If not we keep going. For every value in head name list, we check something. ",Yes,k is initialized incorrectly. Line 114,Y,4,1,5,4,for. accuracy: we check something,,,,
ESQ3,17,TRUE,This class configures an Excel header's properties and styles by reading annotations from a model class. It also contains logic to automatically calculate which header cells should be merge.,Yes,"line 99, headCellRangeList(). In the second nested for loop, the loop variable k is declared but never initialized.",Y,5,1,5,1,summarized class rather than method,,,,
EXB3,17,TRUE,"The headCellRangeList() method calculates and returns all cells that need to be merged. It loops through each cell in headList (loops through each col and each row), and then checks every other cell in each column after to see if it needs to also be merged into the current cell. After that, it checks every cell in each column before for each row if it needs to be merged into the current cell. It gets a final range for row and columns that need to be merged together to the results. Finally, it returns the results.",No,,N,5,3,5,5,"purp,ret,for",,,,
BKT6,18,TRUE,"Create a chain based on the type of writeHandler being provided in the parameter. First, if runOwn is false, then either add a handler to the end of the current execution list (if the list is already there), or create a list (if the list is uncreated). ",Yes,"For the case of WorkbookWriterHandler, when runOwn == true, creating a duplication of ownWorkbookHandlerExecutionChain which is unnecessary (line 451). Missing the runOwn == true case in line 413, and 423.",Y,5,3,5,4,"purp,param,genchain. accuracy: list",,,,
VPF2,18,TRUE,"This method assigns a WriteHandler to the execution chain based on its type such as CellWriteHandler, RowWriteHandler, SheetWriteHandler and WorkbookWriteHandler. It then handles the execution sequence accordingly.

adds if it is not null, otherwise it just build the chain by adding it to the current list",Yes,"In lines 449 and 451, ownWorkbookHandlerExecutionChain is being assigned twice, which could result in two instances of ownWorkbookHandlerExecutionChain, which is not what is desired.",Y,5,2,5,4,"if,purp,. accuracy: adds if..otherwise just add",,,,
DPW1,18,TRUE,"adds writehandler to execution change based on whether the type is a cell, row, or worksheet",No,,N,5,2,5,4,"if,purp. accuracy: execution change",,,,
LOI9,18,TRUE,"This function builds an execution chain for different write handlers, depending on what kind of write handler is passed to the function. If the execution chain for a particular type of write handler does not already exist, it is created. Otherwise, the handler passed in is added to the end of the already existing execution chain. Additionally, depending on the bool argument runOwn, some types of handlers are added to an ""own"" execution chain instead of a general one.",Yes,"For the cellWriteHandler and rowWriteHandler cases on lines 406-423, there is no handling for the case where runOwn is false and the handler is not added to the ""own"" execution chain. This is not the case for the other handler types and could cause disparate behavior.",N,5,5,5,5,"purp,if,param,gen,own",,,,
BFN0,18,TRUE,"It takes in a write handler and makes sure the correct member variable in the AbstractWriteHolder instance processes it. If that member variable doesn't exist yet, it creates one.",No,,N,5,1,5,4,purp. accuracy: doesn't exist yet,,,,
UYV2,18,TRUE,"The method buildChain() takes in two arguments, writeHandler and runOwn. It then checks what instace writeHandler belongs to. It adds writeHandler to the appropriate condition based on a series of logical conditions.",Yes,"In the case of checking whether writeHandler is an instance of RowWriteHandler on line 415 - 423, there is no step taken to add it to the execution chain if runOwn is true unlike the other conditional statements throughout the method.",N,5,3,5,4,"param,if,purp. accuracy: to the appropriate condition",,,,
IVX7,18,TRUE,"This method determines that whether we are adding a writeHandler instance to a chain of writeHandler. And depending on the type, sometimes when the indicator runOwn is true, we don't add it to writeHandler, and sometimes we add it anyways but to the ownwriteHandler chain when runOwn is true.",Yes,"In line 449 to line 452, this appeared twice, so I think one line would be enough, but this doesn't affect funtionality.
 ownWorkbookHandlerExecutionChain = new WorkbookHandlerExecutionChain((WorkbookWriteHandler)writeHandler);
                   ",Y,5,4,5,5,"if,purp,gen,own",,,,
CVC3,18,TRUE,"This function takes in two arguments, a write handler and a boolean for if it should run itself. This uses a number of different if statements depending on the type of write handler passed in. After selecting the right type, it will first check runOwn. If that is true, it checks to see if the ownWorkbookHandlerExecutionChain is not null, and it not it will add the passed write handler to the end of the chain. It runOwn is false, it looks at a different variable, just workbookHandlerExecutionChain and adds the passed in write handler to the end of that chain.",Yes,422 and 412. there is no else statement for the runOwn check like the others. Presumably it is supposed to do something there as well regardless of the writer type.,Y,5,5,5,5,"param,if,own,gen,purp",,,,
HDQ5,18,TRUE,"The buildChain method adds the specified WriteHandler object to the correct execution chain, which depends on the handler's type (Cell, Row, Sheet, or Workbook). The method also determines if the handle must be added to the instance's handler list for later execution. When runOwn is true, it populates the instance-specific execution chains. Else, it updates the general execution chains.",No,,N,5,5,5,5,"param,own,gen,purp,if",,,,
PNX3,18,TRUE,"The method creates a different kind of writeHandler based on the instance type of the parameter. Then, if the write handler is NOT going to be run on its own, it is run at the end of the method",No,,N,5,2,5,3,"purp,if,param,gen,own. accuracy: creates a different kind, it is run at the end",,,,
QQR4,19,FALSE,"This function, for all nodes, will check if a node is a subgraph and if so recursively call generate on it with a new sub-context and append results. Otherwise, it will declare the node normally. It handles conditional edges and handles the Start edge. It then processes other edges and appends a footer to the context before returning the final context. ",Yes,"249: The conditional edge count is reset between phases but is reused inconsistently. The first pass counts conditional edges but doesn't store mapping, and the second pass reuses the counter for naming, which may mismatch earlier declared conditionals.",N,4,3,5,5,"ref: [purp,param,return,1(iter through nodes, recurs),2(edges) ]. 1,2,ret",,,,
EHN4,19,FALSE,"The function generates a context based on the given state graph. It goes through each node elements to generate subgraphs. There's also a conditionalEdgeCount to count the edges with specific conditions, including id, value. Then it produces the condition names based on that. In the end, it appends footer and returns the context.",No,,Y,5,4,5,5,"1,2,ret,purp",,,,
QYT4,19,FALSE,"A state graph is passed in through the parameter to generate() and the function iterates through the graph's nodes to build a context ctx using the elements in subgraph. This context is used to analyze the data in the graph, with useful labels showing the start of a certain condition in the data. ",Yes,"Line 258 should be checking if v.target().id() IS null in order to set it to a default value, instead of replacing the element there with the following call() statement. ",N,5,2,5,5,"1,2",,,,
DPW1,19,FALSE,generates a context based on a state graph,Yes,line 205,N,5,1,5,4,purp. accuracy: purpose should be to generate a diagram - context doesn't really explain it,,,,
YJF3,19,FALSE,"The method loops through each node. If the node is a subgraph node, then it generates a subgraph based on the context and edges given, otherwise a new node is created. The edges are also modified to make sure that they are valid for the graph.",No,,Y,5,2,5,5,"1,2",,,,
QYT4,20,TRUE,"createCellStyle() passes through parameters writeCellStyle, originCellStyle, and cellDataType to create a cell style with the fitting font and format that is passed through and created. createCellStyle uses the function buildCellStyle as well as the font and type of data to actually create the style. ",Yes,"Line 328 will never show that a font is null, since font is being created in the line above. Therefore the following if statement will never execute.",N,5,3,5,5,,,,,
REH7,20,TRUE,"This function first checks the status of the cell and if the cell is null, it returns the original cell style. If the cell is not null, it then checks to see if the cell is either XSSF or HSSF style and sets the original cell's font to the font style of these font types, if it is. It then checks if the cell's data type is enum (a date), and that the style of the cell is in a date format. If these are both true, it then creates a new object called ""Dataformatdata"" and sets the index and format of this of this object to be the same as the original cell.",Yes,"In line 291: if (cellStyle != null)

cellStyle is not a parameter or a defined variable in this function, so this will cause a bug. I believe the developer meant to write if(originCellStyle != null), as this is the name of the parameter.",Y,5,2,4,4,checks the status of the cell,,,,
ESQ3,20,TRUE,"The WriterbookHolder class acts as a high-level manager for an Apache POI Workbook object. Its main purpose is to configure and hole the state of the entire Excel file being written. This class is responsible for Handling I/O, such as initializing the workbook from a template file or setting up the final output stream. Determining the Excel file type .xls, .xlsx, or .csv. Managing and caching workbook level objects like cell styles, fonts, and data formats. This caching is a critical optimization, as creating too many of these objects in Apache POI can cause performance issues and errors.",Yes,"It contains bug in createCellStyle, line 283. The method contains a typo and a logical flow.",N,4,1,4,1,"readability: hole? accuracy: docking points here, all but 1, because they're summarizing the wrong thing","external (cache), sounds like ai, accidentally summarized the whole class rather than the method???",,,
ESA6,21,TRUE,"First read he file to identify its extension or excel file type  using readworkbook, if it's not empty then get the file else, get the input string to avoid null files. If the file is not null and its is xls then change teh file type to xlsx and close the file after saving it with that extension. Set currentuser password method helps to set teh password for that encrypted file if it not password protected. using a switch case it is checking whether the file is xlsx or csv with this var :ExcelTypeEnum ",No,,N,3,2,3,2,"cases,special. readability: typos, hard to read. concise: code, linebyline. accuracy: made it sound like code is always run and isn't in switch stmt; change teh file type; if it not password protected ",linebyline,"Y (bad conciseness, readability, accuracy)",,
MKW3,21,TRUE,chooseExcelExecutor picks the right executor based on the type of Excel file it reads in.,Yes,"Not too familiar with the excel types but in the try/final case, what if it is just XLS and can't be decrypted? Or if the try case fails?",N,5,2,5,5,"purp,cases",,,,
CNT3,21,TRUE,The code checks whether excel file is encrypted and whether it is in XLS or XLSX format,No,,N,5,1,5,5,cases,,,,
GEQ3,21,TRUE,This method creates the analysisContext and excelReadExecutor that matches the file type of a workbook.,Yes,"On line 111, there is a return statement inside a try block with resources being reclaimed in a finally block. I don't know Java sematics well enough to know whether this will result in decryptedStream being closed prematurely or whether this will result in a resource leak.",N,5,2,5,5,"cases,purp",,,,
BKT6,22,FALSE,"Clean up what is in analysisContext.readWorkBookHolder by destroying cache, reverting packages, closing stream, closing csv, and deleting temporary files.",No,,,5,2,5,5,,,,,
BUE6,22,FALSE,"The method finish() goes through the workbook it is called on and deletes any excess files made when the analysis method is run on it. It also throws errors in the scenario that anything is accidentally left open, such as input/output streams.",Yes,"In line 253, there is an if statement that only executes if throwable is not equal to null. Throwable is initialized as null, and is only reassigned in the try catch blocks. However, it is reassigned to variable t, which does not have a set value. Thus, it would just be reassigned to null and we would never be able to enter that final if statement.",N,5,3,5,4,accidentally,,,,
BOU5,22,FALSE,"This method cleans up resources used during program execution. It clears caches, destroys objects, and destroys temp files.",No,,Y,5,2,5,5,,,,,
CNT3,22,FALSE,"The code checks and remove caches, reverts packages and closes file systems as per the requirement.",No,,Y,5,2,5,4,requirement?,,,,
UBX0,22,FALSE,"This seems like a final part of the code, where this function clears the resources in the cache (and the temporary files).

It does using a try catch block. First it check if the cache contains something. If so, then it destroys it completely. 

If the package is not null, then that is also reverted. 

Next, it checks if the csv is open, using the CSVParser, if it is open, then it will close.


It also checks the input stream if it's null or not. If it is not null, then it closes the input stream as well.

It checks the temporary file, and if it contains something, then that is also deleted.

",No,,Y,5,2,4,5,,"external, low confidence",,,
BFN0,22,FALSE,It seems to be a generic cleanup function that closes / destroys resources that are used by the class instance during its lifetime.,No,,Y,5,2,5,4,generic,"low confidence, external",,,
AMF1,22,FALSE,Checks if the throwable is empty,No,,Y,4,0,5,4,checks if null (rather than empty),,,,
HQZ8,22,FALSE,"Cleans up leftover resources leftover from the excel analysis work. It first tries to delete caches, then determines which type of workbook it was and closes all the relevant file streams, parsers, etc. (just anything that was used to process that specific file type) It then closes any IO streams and deletes leftover files. ",No,,Y,5,2,5,4,just anything that was used,external,,,
PNX3,22,FALSE,The finish method cleans up the residual data from the IO stream.,No,,Y,5,1,5,4,residual data vs resources,,,,
BOU5,23,TRUE,"The method initializes the body of an http request. It supports different types of HTTP requests included NONE, RAW_TEXT, JSON, X_WWW_FORM_URLENCODED, FORM_DATA, and BINARY. It puts this data into requestSpec.
It throws an exception when no body type is provided.",No,,N,5,3,5,4,"purp,cases,excep. accuracy: no body type is provided",,,,
EFZ0,23,TRUE,"Initializes the HTTP request based on its body, type, and data, and it supports a variety of different body formats. It replaces variables in the data of the body based on its current state, then creates a WebClient request with the correct content type and body content, and throws an exception if the body type is unsupported.",Yes,"If there is no body type (body type is NONE), an exception isn't thrown (lines 158-159), since the code simply breaks out of the switch instead of throwing an exception via code.",N,5,4,5,5,"purp,param,cases,except",,,,
LOI9,23,TRUE,"The initBody() method appears to create a body for an HTTP RequestBodySpec object based on a HttpRequestNodeBody object that is passed in. Depending on the type of content passed in the HttpRequestNodeBody object (e.x. raw text, JSON, binary), initBody() parses the object differently, and then updates the RequestBodySpec object with the content, and updates the header with the type of content.",Yes,"On line 205, the code uses the jsonTemplate variable which is not in scope and appears to be unnecessary because the code is parsing a FORM_DATA object here, not a JSON object.",Y,5,2,5,5,"purp,cases,",low confidence,,,
REH7,23,TRUE,"This method is for error handling. It first checks the type of the body (an HttpRequestNode type object), and if the type is NONE it breaks. 

If the type is RAW_TEXT, it checks if the size of the body is not equal to 1 and prints an error message that the body must contain exactly one item. It then creates a string called rawText by replacing the item in body with the state. Then it sets the header content/media type to plain text, the body to raw text, and breaks.

If the type is JSON, it checks if the size of the body is not equal to 1 and prints an error message that the body must contain exactly one item. It then creates a string called jsonTemplate by replacing the item in body with the state and creates a new object called jsonObject. It attempts to parse the JSON body by creating a new ObjectMapper which tries to read the jsonTemplate string, but if this fails if throws an error that says ""Failed to parse JSON body."" If it's able to parse the body, it sets the header content type to APPLICATION_JSON and sets the body value to jsonObject.

The method completes a similar process for body types X_WWW_FORM_URLENCODED, FORM_DATA and BINARY, where it checks to see if the body satisfies any requirements of the data type (for example, binary must also contain exactly one item), replaces the first item in body with the state, and sets the header content type and the body value.

If the body type doesn't match any of these cases, the default is to print an error message that says ""unsupported body type.""",No,,N,5,4,3,4,"excep,excep,purp,cases. accuracy: is for error handling. concis: includes code, linebyline",linebyline,verbose,,
YJF3,23,TRUE,"The initbody method takes in an HttpRequestNodeBody obejct, a WebClient.RequestBodySpec object, and an OverAllState object. This method throws a GraphRunnerException depending on the type of the HttpRequestNodeBody object (referred to as ""body""). If there is no HttpRequestNodeBody object, nothing happens. If the body is raw text, then an exception is thrown if the size of the data in the body isn't 1. Otherwise, the header is set to be plain text and the value of body is supposed to be a modified version of body where all the variables in body are replaced with the OverAllState object. If the body type is JSON, then then an exception is thrown if the size of the data in the body isn't 1. The variables in the body object are replaced with the OverAllState object, and the method is able to catch errors if an error occurs with this process. For the X_WWW_FORM_URLENCODED, FORM_DATA, and BINARY states, they are handled in a similar way.",No,,N,5,4,3,5,"param,excep,cases,excep. linebyline, verbose",linebyline,,,
LBE8,23,TRUE,"The initBody() function takes an HTTP request body, a request body specification object, and a state variable, and initializes the request body specification object to have values based on the body that was passed in. It breaks into cases based on the type of the body object, and then returns a string translation of the information in the body, based on that body type, and inserts it into the spec object.",No,,N,5,3,5,5,"params,purp,cases. accuracy: returns",,,,
BUE6,24,TRUE,"The apply() method makes a request on an MCP client server and then does variable replacements. Then, it uses parameters to overwrite with the new, replaced parameters",No,,N,5,1,5,4,purp. accuracy: parameters?,,,,
ZHJ3,24,TRUE,"The method `apply()` executes a node action using the MCP server.

The method initializes the transport and the client, and uses the current `state` to replace the variables in tool and the parameters. Based on this, the method creates a CallToolRequest which executes an action via the currently initialized client. The result of that action is processed and the current `state` is updated.  
",Yes,"Line 130: To access the parameters in the current client, instead of client, this.client must be used. ",N,5,2,5,5,"purp,state",,,,
LCV8,24,TRUE,"This method takes in an overall state as a parameter. It replaces the current parameters and tools by writing the current parameter keys and values into the new parameters, then overwrites any outdated values with the current state and puts them into the final parameters. It then makes a call to the McpSchema with those new tools and parameters, and updates the new state with the results of the request. Finally, it returns the updated state.",No,,N,5,4,5,5,"param,purp,state,ret. ",,,,
UYV2,24,TRUE,"The method apply() performs a node action through an MCP server. It constructs the transport and client layers and subsequently replaces variables based on their current state for the specified tool. It does so by constructing a CallToolRequest and sending it to the client receiver. It then processes the result and updates the state with an appropriate response. Lastly, it returns the updated state map. ",Yes,"Line 111 where the use of ""result"" is incorrect since it has never been assigned any contents so logically it does not make sense to call the contents() method on it. To fix this bug, ""result"" should store valid contents through something like line 130.",Y,5,3,5,5,"purp,updat,ret. bug descr: (this is a bug caused by the extra conditional)",,,,
KGI1,24,TRUE,The function primarily builds transport and client and replace variables with the provided state. Then use the parameter to overwrite and directly use the already initialized client. The function updates the content and makes a synchronous call to the MCP service.,No,,N,4,3,5,5,"purp,param,updat. hard to read",,,,
WOJ7,24,TRUE,The method apply() is used to update a map. The method first filters out all the null values in the input parameters. The non-null values are added with a set of replaced values. The map is updated according to whether the output of sending the request to the client is a string type or map type object. The method also logs required information at various stages and catches exceptions during runtime.,Yes,The bug is on lines 79-85. The transport and client do not need to be initialized in this function as they are not being used.,N,5,3,5,5,"purp,excep,updat",,,,
GCS4,24,TRUE,"First we build the transport and client. If the input from the parameter keys are not empty, then for every key in parameter keys, we set the value = the key. If the replaced params are not empty, we put all of the replaced parameters in the final parameters object. Series of if and else if statements regarding the tool result. If there are any exceptions, we will catch the error/print a message. Series of if and else if statements. Log the updated state and return it. ",No,,N,4,4,4,3,"purp,excep,ret. acc: input from the parameter keys, set value = the key. read: hard to read",linebyline,,,
PXF2,25,FALSE,"This method creates a comment for a selected cell. It gets the coordinates that the comment is placed on either for the XLSX type or any other type and creates an anchor based on these provided coordinates. If needed, it adds an author, and places the comment onto the previously calculated anchor attached to the cell that was selected.",No,,Y,5,3,5,5,"purp,set1,set2",,,,
MKW3,25,FALSE,fillComment adds a comment to an Excel cell utilizing the XSSF or HSSF Client Anchors.,No,,Y,5,2,5,5,"purp,set1",,,,
IVX7,25,FALSE,"This method fills comment based on the coordinate given in comment data, and there are two cases depending on whether the type is a excel type. (Where the anchor type is different)",Yes,"At line 163-164, the code wrote +1 after concluding the get command, but that wouldn't make sense. I think the +1 should be in the bracket, like in line 176-177",N,4,2,5,4,"purp,set1. accuracy: whether the type is a excel type",,,,
ESQ3,25,FALSE,"This code defines the AbstractExcelWriteExecutor class, which is responsible for writing data to an Excel Cell. Its primary method is convertAndSet. This method takes a cell context, converts the original Java object into a WriteCellData object, and then populates a POI cell object with the converted data. This process includes handling special cell contents like images, comments, hyperlinks, and formulas. Helper method like fillImage, fillComment, fillHyperLink, and fillFormula are used to manage these special cases by interacting with the Apache POI library to create the appropriate objects in the spreadsheet.",Yes,"The code contains a bug in the fillComment method. The method calls sheet.createDrawingsPatriarch() every time a comment is added to a cell. Line 144.


Also I by accidentally press next page during the 1st code and this doesn't have a back option, so I will mention the bug from the previous code here. I hope it counts.

The previous code contain bug in the buildChain method. The method uses a series of separate if statements to check the handler's type rather than an if-else if structure. line 405",N,,,,,,,,,
VPF2,26,FALSE,"This method handles saving and updating checkpoint information in a MongoDB Collection. It uses a client session for data consistency. It gets, initialises and updates checkpoints when needed and makes the required changes in the transaction.",No,,Y,5,2,5,5,"purp,collection",,,,
EFZ0,26,FALSE,"put() returns a runnable config based off a runnable config parameter, and a checkpoint parameter. First it makes sure that the config's threadId exists, and then locks to the specific client. Then it tries to obtain a collection, creates a BasicDBObject, finds the first instance of this object in the document collection, and creates an empty list. It then checks if it found the object in the collection. If it did, then the list is filled up with checkpoints, and then replaces the checkpoints in the config. Then regardless of if it found the object, it fills up the list with stuff if it is still empty, and if not it adds things on to that list. It then completes the client's transaction (or aborts it if need be) and closes their session before returning the runnable config.",Yes,"Line 157, there is a throws exception before the code starts, and I ain't ever seen that before on a function so that is quite suspicious to me. I got no clue what the bug would do though aside from maybe preventing compilation?",N,4,4,4,5,"ret,param,excep,collection. readability: stuff, things. concis: verbose",,interesting bug description,,
QYT4,26,FALSE,Adds checkpoints to Linked lists- creating a linked list if a checkpoint does not exist/is null. Adds all new checkpoints to a new ID spot in linkedlist- does not replace the checkpoint if the ID already exists- it is only pushed back.,No,,Y,4,1,4,5,purp. readability: hard to read,,,,
CVC3,26,FALSE,"This function replaces one of the Checkpoint items in a linked list that is stored in MongoDB. It does this by iterating over the linked list and finding the first item with the same id as the checkpoint and replacing the entire linked list in the database with a new copy but with this specific item changed. If some layer of the database structure does not exist yet (ie, this is the first checkpoint inserted), it will create it.",No,,Y,5,2,5,4,"purp, collection. accuracy: entire linked list",,,,
EXB3,26,FALSE,"For a given 'RunnableConfig' in a MongoDB collection and a given checkpoint, the code gets the database object associated with the RunnableConfig. If the database object has existing checkpoints, the code replaces the object's document's existing checkpoints with the given checkpoint. If not, it then newly inserts the given checkpoint to the object. It also checks for errors at each step of this process; at the end, it commits and closes the transaction.",No,,Y,5,4,5,5,"purp,params,collection,excep",,,,
BKT6,27,FALSE,"Initialize the body of an HTTP request depending on the body type. Regardless of body type, we are essentially putting the necessary information into the requestspec correctly by checking for valid configurations and traversing the data.",Yes,No clue what Line 199 - 202 is doing there...,N,5,2,5,5,"cases,purp",,,,
FJL2,27,FALSE,"The function tries to initialize the header and body of the WebClient.RequestBodySpec based on the HttpRequestNodeBody. It supports various type including the raw, json, X_WWW_FORM_URLENCODED, etc. For each type, it gets the content from the HttpRequestNodeBody and create a replacevariable or MultiValueMap and insert it as the content to the RequestBodySpec  and also insert the header according to the type.",Yes,"on line 156, it throws a GraphRunnerException, which is unexpected. It may be a typo. There should be no exception being thrown here.",N,5,2,5,5,"cases,purp",,,,
QQR4,27,FALSE,"This method maps high-level body definitions into a webclient request body, supporting text, json, form data, multipart, and binary uploads.",No,,Y,4,2,5,5,"purp, cases. hard to read",,,,
QYT4,27,FALSE,"Creates a request in HttpRequestNodeBody depending on the request type which is specified in parameter. Each type is assigned the correct header and body, as well as catches and throws Runnable errors to make sure valid inputs are being requested. ",No,,Y,5,3,5,5,"purp,cases,excep",,,,
HQZ8,27,FALSE,"The function looks at the type of data provided for the HttpRequest and fills in the request's body accordingly. These include types like RAW_TEXT, JSON, BINARY, etc. For each type, it does input validation to make sure that the data is formatted as expected and then fills in the request body as needed. If the type doesn't match any of the expected types, it throws an error. ",No,,Y,5,3,5,5,"purp,cases,excep",,,,
YGM8,27,FALSE,The method initBody takes a HttpRequestNodeBody and uses that to initialize a WebClient.RequestBodySpec based on it's input. The state parameter is used to template in variables into the HttpRequestNodeBody data. If the body type is None the request is left uninitialized. The method also throws exception on malformed data.,No,,Y,5,2,5,5,"purp,excep",,,,
CVC3,27,FALSE,"This function takes a created HttpRequestNodeBody object created earlier in the code and processes it to turn it into a WebClient.RequestBodySpec for use with presumably a library. It supports a few different types, like raw text, no body, JSON, urlencoded forms, data forms, and binary.",No,,Y,5,2,5,5,"purp,cases",external,,,
GEQ3,27,FALSE,The method initializes parts of requestSpec based on the HttpRequestNodeBody passed in. It calls replaceVariables on each part that is passed through. The initialization depends on the type of data passed in.,Yes,I would investigate what the AI said about the MIME type. I would not be able to find something like this without more experience with this code base.,N,5,2,5,4,"purp,cases. accuracy: on each part that is passed through (it's a switch)","fooled by ai, thinks there's a bug",,,
PNX3,27,FALSE,"First, the method decides what kind of body the HTTPrequest has (raw text, JSON, URL encoded, form data, or binary). From there, the method parses the data and assigns it to the requestSpec header and body.",No,,Y,5,2,5,5,"cases,purp",,,,
AEL5,28,FALSE,"I think the buildUserModel method grabs headers from an Excel file (headMap?) and moves data to a data map, AKA the user model. If an index already exists in the data map, the program will ignore it. Finally, the function returns the finished user model. (I'm not sure about the purpose of ""bean"" and ""field."")",Yes,"I'm not totally sure that the return value at line 165 is correct. We seem to be making a lot of changes to dataMap after it's been created using resultModel, but we return the original resultModel anyway. ",N,5,2,4,4,"purp,ret. accuracy: if already exists in the datamap",low confidence,,,
BDT2,28,FALSE,"The buildUserModel() method takes Map<Integer, ReadCellData<?>>, ReadSheetHolder, and AnalysisContext as input parameters. Using the ReadSheetHolder variable, it constructs an object called resultModel. Then, the method creates a dataMap from the resultModel, and populates the fields using the headMap field from readSheetHolder. If any exception occurs during instantiation, an ExcelDataConvertException is thrown with relevant details.",No,,Y,5,3,5,5,"params,purp,excep",,,,
YCL6,28,FALSE,"The function buildUserModel() will read from the readSheetHolder. It will match the content in the sheet to cell data and combine them based on the matching. When the function finishes, it will return all combined objects.",No,,Y,5,2,5,3,"ret,purp. accuracy: all combined objects, combine them based on the matching",,,,
XMW5,28,FALSE,Gets the excelheadproperty from the sheetholderparameter and throws error if it is unable to make a new instance of the resultModel. From the headMap checks if certain index is present in the cellDataMap and skips if it is not. Next it converts the particular cellData to a java object and on successful conversion adds it to the dataMap of the resulting model unless it's null. Next it sets the field with the cellData as well. It does it for all indices of headMap,Yes,"It iterates through the headMap instead of cellDataMap, may miss certain cellData here.",N,4,2,3,5,"except,for. conciseness: line by line, includes code. readability: hard to read",,,,
LCV8,28,FALSE,"This method takes in a map of integers to ReadCellData, a ReadSheetHolder, and AnalysisContext as parameters. It takes in head data from the sheet and creates a new instance of a model, and uses that to create a BeanMap. It then iterates over the header map of the sheet and populates the bean map by mapping each header to a value. The value is created by converting the cell data from the original sheet to an object. It then returns the new model created by the method.",No,,Y,5,4,5,5,"params,purp,for,ret",,,,
HSE4,28,FALSE,"This method builds a user model using a cell data map, read sheet, and analysis context. First, it gets the model using the head property from the read sheet. Then, it extracts and sets the read cell data into the new model, making checks for field correctness and skipping or throwing when necessary. ",No,,Y,5,2,5,5,"params,purp",,,,
UBX0,28,FALSE,"This function, ""buildUserModel"", uses a try catch block to create an instance, and if not able to create an instance, is shows ""Can not instance class:""

In the for loop, it is trying to get all the data of the headmap, which includes, key, values, and the name. If there is a key associated to it, it continues. Then it creates a have object. If the field is missed in the data, it tries to set the values for the field. ",No,,Y,4,1,4,4,for. conciseness: unnecessary words. readability: hard to read. accuracy: if there is a key associated to it it continues,,,,
LBE8,28,FALSE,"The buildUserModel() function takes in what appears to be a dictionary containing rows in an Excel spreadsheet (representing what data is in each cell), as well as two other arguments (I don't understand what these two other arguments do). It then appears to use an excel package to iterate through the data in the table and convert it to a Java object, presumably so it can be handled elsewhere in the code.",Yes,"Is getHeadClazz() a typo?? I assume this should be getHeadClass(), but neither is defined anywhere in the file, so I don't know if it's just an oddly named function.",N,5,3,4,4,"params,for,purp. conciseness: unnecessary words. accuracy: excel package","low confidence, external",,,
FIG6,28,FALSE,"The method builds and returns a user model, taking a map of cell data, a read sheet holder, and an object containing context information for the analysis. It begins by setting up the return object and doing a check and catch for a data read error. For each entry in the read head's headMap, if that entry is not contained within the cell data map, it is skipped. Otherwise, it is read and converted to a Java object, and is placed back into the data map representing the user model, with several more checks to catch errors.",No,,Y,5,5,5,5,"params,purp,ret,excep,for",,,,
LKX3,28,FALSE,The buildUserModel() method takes in a map of heads and stores their properties as a value in a different data map. It is used to instantiate the user model class based on previous data and context. If the data map is instantiated to be null/empty then it is set to a default value.,No,,Y,5,1,5,4,purp. accuracy: map of heads,,,,
ESQ3,28,FALSE,"the listener converts a row of excel data into a more usable format. It populates a user-defined Java object with the date from the row. If no model is specified , it creates a simple Map of the row's contents instead.",Yes,"yes, line 122. with buildUserModel. The catch (NoSuchFieldException ignore) black silently ignores the exception.",N,5,1,5,0,summarized class instead of method.,,,,
ESA6,29,FALSE,"one Rowdata is an object of map class. If analysisCellList is an empty or oneRowData  is null return nothing. datamap is a var of map class, If it is an object fill the onerowdata in the map else create teh data in the onerowdata.

set the string from dataKeySet by assigining the new entry from HashSet using keyset method.Ceck if the rowWriteHandlerContext  is null also the relativerowindex. Analyse each cell of the excel for its emptiness. If there is no variable in the analysis cell then get teh entry using getOnlyOneVariable get teh variable form teh datamp and store it in the var value. nwow check for the excel content property, create a new cell for entry fill that form the data in the cellWriteHandlerContext use restyle function to content's style.

Based on the data type of he content use switch case for string boolean and number , based on its match store it in the respective strings",No,,Y,3,2,4,2,"special,for,. read: typos. concis: linebyline. acc: Ceck if the rowWriteHandlerContext is null, for its emptiness, If there is no variable in the analysis cell, ","linebyline, lot of typos",,,
BOU5,29,FALSE,This method writes data to excell cells in analysisCellList from oneRowData. It fills these based on the config provided in FillConfig and appropriately stylizes and scales the result.,No,,Y,5,1,5,5,"purp,",,,,
